# Generated with ADRIA.jl v0.15.1 on 2026-07-09_12_05_02_898
component,fieldname,val,ptype,dist,dist_params,default_dist_params,direction,lower_bound,upper_bound,is_constant,name,description
Coral,small_massives_4_4_dist_std,4.773419097,continuous,Distributions.TriangularDist,"(4.2960771873, 5.2507610067, 4.773419097)","(4.2960771873, 5.2507610067, 4.773419097)",,4.2960771873,5.2507610067,false,Small Massives 4 4 Dist Std,
Coral,small_massives_4_5_mean_colony_diameter_m,0.3,continuous,Distributions.TriangularDist,"(0.27, 0.33, 0.3)","(0.27, 0.33, 0.3)",,0.27,0.33,false,Small Massives 4 5 Mean Colony Diameter M,
Coral,small_massives_4_5_linear_extension,0.0143346,continuous,Distributions.TriangularDist,"(0.01290114, 0.01576806, 0.0143346)","(0.01290114, 0.01576806, 0.0143346)",,0.01290114,0.01576806,false,Small Massives 4 5 Linear Extension,
Coral,small_massives_4_5_fecundity,341081.56995084044,continuous,Distributions.TriangularDist,"(306973.4129557564, 375189.7269459245, 341081.56995084044)","(306973.4129557564, 375189.7269459245, 341081.56995084044)",,306973.4129557564,375189.7269459245,false,Small Massives 4 5 Fecundity,
Coral,small_massives_4_5_mb_rate,0.0132131,continuous,Distributions.TriangularDist,"(0.011891790000000001, 0.014534410000000001, 0.0132131)","(0.011891790000000001, 0.014534410000000001, 0.0132131)",,0.011891790000000001,0.014534410000000001,false,Small Massives 4 5 Mb Rate,
Coral,small_massives_4_5_dist_mean,5.36046,continuous,Distributions.TriangularDist,"(4.824414, 5.8965060000000005, 5.36046)","(4.824414, 5.8965060000000005, 5.36046)",,4.824414,5.8965060000000005,false,Small Massives 4 5 Dist Mean,
Coral,small_massives_4_5_dist_std,4.773419097,continuous,Distributions.TriangularDist,"(4.2960771873, 5.2507610067, 4.773419097)","(4.2960771873, 5.2507610067, 4.773419097)",,4.2960771873,5.2507610067,false,Small Massives 4 5 Dist Std,
Coral,small_massives_4_6_mean_colony_diameter_m,0.45,continuous,Distributions.TriangularDist,"(0.405, 0.49500000000000005, 0.45)","(0.405, 0.49500000000000005, 0.45)",,0.405,0.49500000000000005,false,Small Massives 4 6 Mean Colony Diameter M,
Coral,small_massives_4_6_linear_extension,0.015348200000000001,continuous,Distributions.TriangularDist,"(0.013813380000000002, 0.016883020000000002, 0.015348200000000001)","(0.013813380000000002, 0.016883020000000002, 0.015348200000000001)",,0.013813380000000002,0.016883020000000002,false,Small Massives 4 6 Linear Extension,
Coral,small_massives_4_6_fecundity,404405.06109925575,continuous,Distributions.TriangularDist,"(363964.5549893302, 444845.5672091814, 404405.06109925575)","(363964.5549893302, 444845.5672091814, 404405.06109925575)",,363964.5549893302,444845.5672091814,false,Small Massives 4 6 Fecundity,
Coral,small_massives_4_6_mb_rate,0.0172465,continuous,Distributions.TriangularDist,"(0.015521850000000002, 0.018971150000000003, 0.0172465)","(0.015521850000000002, 0.018971150000000003, 0.0172465)",,0.015521850000000002,0.018971150000000003,false,Small Massives 4 6 Mb Rate,
Coral,small_massives_4_6_dist_mean,5.51469,continuous,Distributions.TriangularDist,"(4.963221, 6.066159000000001, 5.51469)","(4.963221, 6.066159000000001, 5.51469)",,4.963221,6.066159000000001,false,Small Massives 4 6 Dist Mean,
Coral,small_massives_4_6_dist_std,4.773419097,continuous,Distributions.TriangularDist,"(4.2960771873, 5.2507610067, 4.773419097)","(4.2960771873, 5.2507610067, 4.773419097)",,4.2960771873,5.2507610067,false,Small Massives 4 6 Dist Std,
Coral,small_massives_4_7_mean_colony_diameter_m,0.75,continuous,Distributions.TriangularDist,"(0.675, 0.8250000000000001, 0.75)","(0.675, 0.8250000000000001, 0.75)",,0.675,0.8250000000000001,false,Small Massives 4 7 Mean Colony Diameter M,
Coral,small_massives_4_7_linear_extension,0.0,continuous,Distributions.TriangularDist,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",,0.0,0.0,true,Small Massives 4 7 Linear Extension,
Coral,small_massives_4_7_fecundity,501179.2212350874,continuous,Distributions.TriangularDist,"(451061.2991115787, 551297.1433585961, 501179.2212350874)","(451061.2991115787, 551297.1433585961, 501179.2212350874)",,451061.2991115787,551297.1433585961,false,Small Massives 4 7 Fecundity,
Coral,small_massives_4_7_mb_rate,0.0252122,continuous,Distributions.TriangularDist,"(0.02269098, 0.02773342, 0.0252122)","(0.02269098, 0.02773342, 0.0252122)",,0.02269098,0.02773342,false,Small Massives 4 7 Mb Rate,
Coral,small_massives_4_7_dist_mean,5.01105,continuous,Distributions.TriangularDist,"(4.509945, 5.512155000000001, 5.01105)","(4.509945, 5.512155000000001, 5.01105)",,4.509945,5.512155000000001,false,Small Massives 4 7 Dist Mean,
Coral,small_massives_4_7_dist_std,4.773419097,continuous,Distributions.TriangularDist,"(4.2960771873, 5.2507610067, 4.773419097)","(4.2960771873, 5.2507610067, 4.773419097)",,4.2960771873,5.2507610067,false,Small Massives 4 7 Dist Std,
Coral,large_massives_5_1_mean_colony_diameter_m,0.0375,continuous,Distributions.TriangularDist,"(0.03375, 0.04125, 0.0375)","(0.03375, 0.04125, 0.0375)",,0.03375,0.04125,false,Large Massives 5 1 Mean Colony Diameter M,
Coral,large_massives_5_1_linear_extension,0.012747900000000001,continuous,Distributions.TriangularDist,"(0.011473110000000002, 0.014022690000000003, 0.012747900000000001)","(0.011473110000000002, 0.014022690000000003, 0.012747900000000001)",,0.011473110000000002,0.014022690000000003,false,Large Massives 5 1 Linear Extension,
Coral,large_massives_5_1_fecundity,0.0,continuous,Distributions.TriangularDist,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",,0.0,0.0,true,Large Massives 5 1 Fecundity,
Coral,large_massives_5_1_mb_rate,0.259963,continuous,Distributions.TriangularDist,"(0.2339667, 0.2859593, 0.259963)","(0.2339667, 0.2859593, 0.259963)",,0.2339667,0.2859593,false,Large Massives 5 1 Mb Rate,
Coral,large_massives_5_1_dist_mean,6.63257,continuous,Distributions.TriangularDist,"(5.9693130000000005, 7.295827000000001, 6.63257)","(5.9693130000000005, 7.295827000000001, 6.63257)",,5.9693130000000005,7.295827000000001,false,Large Massives 5 1 Dist Mean,
Coral,large_massives_5_1_dist_std,5.538122776,continuous,Distributions.TriangularDist,"(4.9843104984, 6.0919350536, 5.538122776)","(4.9843104984, 6.0919350536, 5.538122776)",,4.9843104984,6.0919350536,false,Large Massives 5 1 Dist Std,
Coral,large_massives_5_2_mean_colony_diameter_m,0.0625,continuous,Distributions.TriangularDist,"(0.05625, 0.06875, 0.0625)","(0.05625, 0.06875, 0.0625)",,0.05625,0.06875,false,Large Massives 5 2 Mean Colony Diameter M,
Coral,large_massives_5_2_linear_extension,0.00800844,continuous,Distributions.TriangularDist,"(0.007207596, 0.008809284, 0.00800844)","(0.007207596, 0.008809284, 0.00800844)",,0.007207596,0.008809284,false,Large Massives 5 2 Linear Extension,
Coral,large_massives_5_2_fecundity,0.0,continuous,Distributions.TriangularDist,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",,0.0,0.0,true,Large Massives 5 2 Fecundity,
Coral,large_massives_5_2_mb_rate,0.0753171,continuous,Distributions.TriangularDist,"(0.06778539, 0.08284881000000001, 0.0753171)","(0.06778539, 0.08284881000000001, 0.0753171)",,0.06778539,0.08284881000000001,false,Large Massives 5 2 Mb Rate,
Coral,large_massives_5_2_dist_mean,6.38167,continuous,Distributions.TriangularDist,"(5.743503, 7.019837, 6.38167)","(5.743503, 7.019837, 6.38167)",,5.743503,7.019837,false,Large Massives 5 2 Dist Mean,
Coral,large_massives_5_2_dist_std,5.538122776,continuous,Distributions.TriangularDist,"(4.9843104984, 6.0919350536, 5.538122776)","(4.9843104984, 6.0919350536, 5.538122776)",,4.9843104984,6.0919350536,false,Large Massives 5 2 Dist Std,
Coral,large_massives_5_3_mean_colony_diameter_m,0.08750000000000001,continuous,Distributions.TriangularDist,"(0.07875000000000001, 0.09625000000000002, 0.08750000000000001)","(0.07875000000000001, 0.09625000000000002, 0.08750000000000001)",,0.07875000000000001,0.09625000000000002,false,Large Massives 5 3 Mean Colony Diameter M,
Coral,large_massives_5_3_linear_extension,0.008143270000000001,continuous,Distributions.TriangularDist,"(0.007328943000000001, 0.008957597000000001, 0.008143270000000001)","(0.007328943000000001, 0.008957597000000001, 0.008143270000000001)",,0.007328943000000001,0.008957597000000001,false,Large Massives 5 3 Linear Extension,
Coral,large_massives_5_3_fecundity,203287.51572374752,continuous,Distributions.TriangularDist,"(182958.76415137277, 223616.2672961223, 203287.51572374752)","(182958.76415137277, 223616.2672961223, 203287.51572374752)",,182958.76415137277,223616.2672961223,false,Large Massives 5 3 Fecundity,
Coral,large_massives_5_3_mb_rate,0.0439998,continuous,Distributions.TriangularDist,"(0.03959982, 0.04839978, 0.0439998)","(0.03959982, 0.04839978, 0.0439998)",,0.03959982,0.04839978,false,Large Massives 5 3 Mb Rate,
Coral,large_massives_5_3_dist_mean,6.18104,continuous,Distributions.TriangularDist,"(5.5629360000000005, 6.799144000000001, 6.18104)","(5.5629360000000005, 6.799144000000001, 6.18104)",,5.5629360000000005,6.799144000000001,false,Large Massives 5 3 Dist Mean,
Coral,large_massives_5_3_dist_std,5.538122776,continuous,Distributions.TriangularDist,"(4.9843104984, 6.0919350536, 5.538122776)","(4.9843104984, 6.0919350536, 5.538122776)",,4.9843104984,6.0919350536,false,Large Massives 5 3 Dist Std,
Coral,large_massives_5_4_mean_colony_diameter_m,0.15,continuous,Distributions.TriangularDist,"(0.135, 0.165, 0.15)","(0.135, 0.165, 0.15)",,0.135,0.165,false,Large Massives 5 4 Mean Colony Diameter M,
Coral,large_massives_5_4_linear_extension,0.010082500000000001,continuous,Distributions.TriangularDist,"(0.00907425, 0.011090750000000002, 0.010082500000000001)","(0.00907425, 0.011090750000000002, 0.010082500000000001)",,0.00907425,0.011090750000000002,false,Large Massives 5 4 Linear Extension,
Coral,large_massives_5_4_fecundity,254932.76428211934,continuous,Distributions.TriangularDist,"(229439.48785390743, 280426.0407103313, 254932.76428211934)","(229439.48785390743, 280426.0407103313, 254932.76428211934)",,229439.48785390743,280426.0407103313,false,Large Massives 5 4 Fecundity,
Coral,large_massives_5_4_mb_rate,0.0252023,continuous,Distributions.TriangularDist,"(0.022682070000000002, 0.027722530000000002, 0.0252023)","(0.022682070000000002, 0.027722530000000002, 0.0252023)",,0.022682070000000002,0.027722530000000002,false,Large Massives 5 4 Mb Rate,
Coral,large_massives_5_4_dist_mean,5.90905,continuous,Distributions.TriangularDist,"(5.3181449999999995, 6.499955, 5.90905)","(5.3181449999999995, 6.499955, 5.90905)",,5.3181449999999995,6.499955,false,Large Massives 5 4 Dist Mean,
Coral,large_massives_5_4_dist_std,5.538122776,continuous,Distributions.TriangularDist,"(4.9843104984, 6.0919350536, 5.538122776)","(4.9843104984, 6.0919350536, 5.538122776)",,4.9843104984,6.0919350536,false,Large Massives 5 4 Dist Std,
Coral,large_massives_5_5_mean_colony_diameter_m,0.3,continuous,Distributions.TriangularDist,"(0.27, 0.33, 0.3)","(0.27, 0.33, 0.3)",,0.27,0.33,false,Large Massives 5 5 Mean Colony Diameter M,
Coral,large_massives_5_5_linear_extension,0.0146049,continuous,Distributions.TriangularDist,"(0.01314441, 0.016065390000000002, 0.0146049)","(0.01314441, 0.016065390000000002, 0.0146049)",,0.01314441,0.016065390000000002,false,Large Massives 5 5 Linear Extension,
Coral,large_massives_5_5_fecundity,341081.56995084044,continuous,Distributions.TriangularDist,"(306973.4129557564, 375189.7269459245, 341081.56995084044)","(306973.4129557564, 375189.7269459245, 341081.56995084044)",,306973.4129557564,375189.7269459245,false,Large Massives 5 5 Fecundity,
Coral,large_massives_5_5_mb_rate,0.0143514,continuous,Distributions.TriangularDist,"(0.01291626, 0.01578654, 0.0143514)","(0.01291626, 0.01578654, 0.0143514)",,0.01291626,0.01578654,false,Large Massives 5 5 Mb Rate,
Coral,large_massives_5_5_dist_mean,6.01206,continuous,Distributions.TriangularDist,"(5.4108540000000005, 6.613266, 6.01206)","(5.4108540000000005, 6.613266, 6.01206)",,5.4108540000000005,6.613266,false,Large Massives 5 5 Dist Mean,
Coral,large_massives_5_5_dist_std,5.538122776,continuous,Distributions.TriangularDist,"(4.9843104984, 6.0919350536, 5.538122776)","(4.9843104984, 6.0919350536, 5.538122776)",,4.9843104984,6.0919350536,false,Large Massives 5 5 Dist Std,
Coral,large_massives_5_6_mean_colony_diameter_m,0.45,continuous,Distributions.TriangularDist,"(0.405, 0.49500000000000005, 0.45)","(0.405, 0.49500000000000005, 0.45)",,0.405,0.49500000000000005,false,Large Massives 5 6 Mean Colony Diameter M,
Coral,large_massives_5_6_linear_extension,0.0154561,continuous,Distributions.TriangularDist,"(0.013910490000000001, 0.017001710000000003, 0.0154561)","(0.013910490000000001, 0.017001710000000003, 0.0154561)",,0.013910490000000001,0.017001710000000003,false,Large Massives 5 6 Linear Extension,
Coral,large_massives_5_6_fecundity,404405.06109925575,continuous,Distributions.TriangularDist,"(363964.5549893302, 444845.5672091814, 404405.06109925575)","(363964.5549893302, 444845.5672091814, 404405.06109925575)",,363964.5549893302,444845.5672091814,false,Large Massives 5 6 Fecundity,
Coral,large_massives_5_6_mb_rate,0.0161733,continuous,Distributions.TriangularDist,"(0.014555970000000001, 0.01779063, 0.0161733)","(0.014555970000000001, 0.01779063, 0.0161733)",,0.014555970000000001,0.01779063,false,Large Massives 5 6 Mb Rate,
Coral,large_massives_5_6_dist_mean,6.11049,continuous,Distributions.TriangularDist,"(5.499441000000001, 6.721539000000001, 6.11049)","(5.499441000000001, 6.721539000000001, 6.11049)",,5.499441000000001,6.721539000000001,false,Large Massives 5 6 Dist Mean,
Coral,large_massives_5_6_dist_std,5.538122776,continuous,Distributions.TriangularDist,"(4.9843104984, 6.0919350536, 5.538122776)","(4.9843104984, 6.0919350536, 5.538122776)",,4.9843104984,6.0919350536,false,Large Massives 5 6 Dist Std,
Coral,large_massives_5_7_mean_colony_diameter_m,0.75,continuous,Distributions.TriangularDist,"(0.675, 0.8250000000000001, 0.75)","(0.675, 0.8250000000000001, 0.75)",,0.675,0.8250000000000001,false,Large Massives 5 7 Mean Colony Diameter M,
Coral,large_massives_5_7_linear_extension,0.0,continuous,Distributions.TriangularDist,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",,0.0,0.0,true,Large Massives 5 7 Linear Extension,
Coral,large_massives_5_7_fecundity,501179.2212350874,continuous,Distributions.TriangularDist,"(451061.2991115787, 551297.1433585961, 501179.2212350874)","(451061.2991115787, 551297.1433585961, 501179.2212350874)",,451061.2991115787,551297.1433585961,false,Large Massives 5 7 Fecundity,
Coral,large_massives_5_7_mb_rate,0.0289463,continuous,Distributions.TriangularDist,"(0.026051670000000002, 0.03184093, 0.0289463)","(0.026051670000000002, 0.03184093, 0.0289463)",,0.026051670000000002,0.03184093,false,Large Massives 5 7 Mb Rate,
Coral,large_massives_5_7_dist_mean,6.0298,continuous,Distributions.TriangularDist,"(5.42682, 6.63278, 6.0298)","(5.42682, 6.63278, 6.0298)",,5.42682,6.63278,false,Large Massives 5 7 Dist Mean,
Coral,large_massives_5_7_dist_std,5.538122776,continuous,Distributions.TriangularDist,"(4.9843104984, 6.0919350536, 5.538122776)","(4.9843104984, 6.0919350536, 5.538122776)",,4.9843104984,6.0919350536,false,Large Massives 5 7 Dist Std,
Coral,linear_extension_scale_cb_group_1_tabular_Acropora,0.882941,continuous,Distributions.Uniform,"(0.79, 0.97)","(0.79, 0.97)",,0.79,0.97,false,Linear Extension Scale Cb Group 1 Tabular Acropora,Scale factor to be applied to linear extensions of cb_calib_group 1 and functional group tabular_Acropora
Coral,mb_rate_scale_cb_group_1_tabular_Acropora,-0.998468,continuous,Distributions.Uniform,"(-1.1, -0.9)","(-1.1, -0.9)",,-1.1,-0.9,false,Mb Rate Scale Cb Group 1 Tabular Acropora,Scale factor to be applied to mortality base rates of cb_calib_group 1 and functional group tabular_Acropora
Coral,linear_extension_scale_cb_group_2_tabular_Acropora,1.08778,continuous,Distributions.Uniform,"(0.98, 1.2)","(0.98, 1.2)",,0.98,1.2,false,Linear Extension Scale Cb Group 2 Tabular Acropora,Scale factor to be applied to linear extensions of cb_calib_group 2 and functional group tabular_Acropora
Coral,mb_rate_scale_cb_group_2_tabular_Acropora,0.951675,continuous,Distributions.Uniform,"(0.86, 1.05)","(0.86, 1.05)",,0.86,1.05,false,Mb Rate Scale Cb Group 2 Tabular Acropora,Scale factor to be applied to mortality base rates of cb_calib_group 2 and functional group tabular_Acropora
Coral,linear_extension_scale_cb_group_3_tabular_Acropora,1.08675,continuous,Distributions.Uniform,"(0.98, 1.2)","(0.98, 1.2)",,0.98,1.2,false,Linear Extension Scale Cb Group 3 Tabular Acropora,Scale factor to be applied to linear extensions of cb_calib_group 3 and functional group tabular_Acropora
Coral,mb_rate_scale_cb_group_3_tabular_Acropora,0.991806,continuous,Distributions.Uniform,"(0.89, 1.09)","(0.89, 1.09)",,0.89,1.09,false,Mb Rate Scale Cb Group 3 Tabular Acropora,Scale factor to be applied to mortality base rates of cb_calib_group 3 and functional group tabular_Acropora
Coral,linear_extension_scale_cb_group_4_tabular_Acropora,0.922802,continuous,Distributions.Uniform,"(0.83, 1.02)","(0.83, 1.02)",,0.83,1.02,false,Linear Extension Scale Cb Group 4 Tabular Acropora,Scale factor to be applied to linear extensions of cb_calib_group 4 and functional group tabular_Acropora
Coral,mb_rate_scale_cb_group_4_tabular_Acropora,-0.937867,continuous,Distributions.Uniform,"(-1.03, -0.84)","(-1.03, -0.84)",,-1.03,-0.84,false,Mb Rate Scale Cb Group 4 Tabular Acropora,Scale factor to be applied to mortality base rates of cb_calib_group 4 and functional group tabular_Acropora
Coral,linear_extension_scale_cb_group_5_tabular_Acropora,1.00579,continuous,Distributions.Uniform,"(0.91, 1.11)","(0.91, 1.11)",,0.91,1.11,false,Linear Extension Scale Cb Group 5 Tabular Acropora,Scale factor to be applied to linear extensions of cb_calib_group 5 and functional group tabular_Acropora
Coral,mb_rate_scale_cb_group_5_tabular_Acropora,-0.256171,continuous,Distributions.Uniform,"(-0.28, -0.23)","(-0.28, -0.23)",,-0.28,-0.23,false,Mb Rate Scale Cb Group 5 Tabular Acropora,Scale factor to be applied to mortality base rates of cb_calib_group 5 and functional group tabular_Acropora
Coral,linear_extension_scale_cb_group_6_tabular_Acropora,0.778656,continuous,Distributions.Uniform,"(0.7, 0.86)","(0.7, 0.86)",,0.7,0.86,false,Linear Extension Scale Cb Group 6 Tabular Acropora,Scale factor to be applied to linear extensions of cb_calib_group 6 and functional group tabular_Acropora
Coral,mb_rate_scale_cb_group_6_tabular_Acropora,-0.497685,continuous,Distributions.Uniform,"(-0.55, -0.45)","(-0.55, -0.45)",,-0.55,-0.45,false,Mb Rate Scale Cb Group 6 Tabular Acropora,Scale factor to be applied to mortality base rates of cb_calib_group 6 and functional group tabular_Acropora
Coral,linear_extension_scale_cb_group_7_tabular_Acropora,1.07741,continuous,Distributions.Uniform,"(0.97, 1.19)","(0.97, 1.19)",,0.97,1.19,false,Linear Extension Scale Cb Group 7 Tabular Acropora,Scale factor to be applied to linear extensions of cb_calib_group 7 and functional group tabular_Acropora
Coral,mb_rate_scale_cb_group_7_tabular_Acropora,0.5383,continuous,Distributions.Uniform,"(0.48, 0.59)","(0.48, 0.59)",,0.48,0.59,false,Mb Rate Scale Cb Group 7 Tabular Acropora,Scale factor to be applied to mortality base rates of cb_calib_group 7 and functional group tabular_Acropora
Coral,linear_extension_scale_cb_group_8_tabular_Acropora,0.818478,continuous,Distributions.Uniform,"(0.74, 0.9)","(0.74, 0.9)",,0.74,0.9,false,Linear Extension Scale Cb Group 8 Tabular Acropora,Scale factor to be applied to linear extensions of cb_calib_group 8 and functional group tabular_Acropora
Coral,mb_rate_scale_cb_group_8_tabular_Acropora,-0.956278,continuous,Distributions.Uniform,"(-1.05, -0.86)","(-1.05, -0.86)",,-1.05,-0.86,false,Mb Rate Scale Cb Group 8 Tabular Acropora,Scale factor to be applied to mortality base rates of cb_calib_group 8 and functional group tabular_Acropora
Coral,linear_extension_scale_cb_group_9_tabular_Acropora,1.06056,continuous,Distributions.Uniform,"(0.95, 1.17)","(0.95, 1.17)",,0.95,1.17,false,Linear Extension Scale Cb Group 9 Tabular Acropora,Scale factor to be applied to linear extensions of cb_calib_group 9 and functional group tabular_Acropora
Coral,mb_rate_scale_cb_group_9_tabular_Acropora,-0.095815,continuous,Distributions.Uniform,"(-0.11, -0.09)","(-0.11, -0.09)",,-0.11,-0.09,false,Mb Rate Scale Cb Group 9 Tabular Acropora,Scale factor to be applied to mortality base rates of cb_calib_group 9 and functional group tabular_Acropora
Coral,linear_extension_scale_cb_group_10_tabular_Acropora,1.08393,continuous,Distributions.Uniform,"(0.98, 1.19)","(0.98, 1.19)",,0.98,1.19,false,Linear Extension Scale Cb Group 10 Tabular Acropora,Scale factor to be applied to linear extensions of cb_calib_group 10 and functional group tabular_Acropora
Coral,mb_rate_scale_cb_group_10_tabular_Acropora,0.842615,continuous,Distributions.Uniform,"(0.76, 0.93)","(0.76, 0.93)",,0.76,0.93,false,Mb Rate Scale Cb Group 10 Tabular Acropora,Scale factor to be applied to mortality base rates of cb_calib_group 10 and functional group tabular_Acropora
Coral,linear_extension_scale_cb_group_11_tabular_Acropora,0.887496,continuous,Distributions.Uniform,"(0.8, 0.98)","(0.8, 0.98)",,0.8,0.98,false,Linear Extension Scale Cb Group 11 Tabular Acropora,Scale factor to be applied to linear extensions of cb_calib_group 11 and functional group tabular_Acropora
Coral,mb_rate_scale_cb_group_11_tabular_Acropora,0.0471974,continuous,Distributions.Uniform,"(0.04, 0.05)","(0.04, 0.05)",,0.04,0.05,false,Mb Rate Scale Cb Group 11 Tabular Acropora,Scale factor to be applied to mortality base rates of cb_calib_group 11 and functional group tabular_Acropora
Coral,linear_extension_scale_cb_group_12_tabular_Acropora,0.962425,continuous,Distributions.Uniform,"(0.87, 1.06)","(0.87, 1.06)",,0.87,1.06,false,Linear Extension Scale Cb Group 12 Tabular Acropora,Scale factor to be applied to linear extensions of cb_calib_group 12 and functional group tabular_Acropora
Coral,mb_rate_scale_cb_group_12_tabular_Acropora,0.920477,continuous,Distributions.Uniform,"(0.83, 1.01)","(0.83, 1.01)",,0.83,1.01,false,Mb Rate Scale Cb Group 12 Tabular Acropora,Scale factor to be applied to mortality base rates of cb_calib_group 12 and functional group tabular_Acropora
Coral,linear_extension_scale_cb_group_1_corymbose_Acropora,0.748283,continuous,Distributions.Uniform,"(0.67, 0.82)","(0.67, 0.82)",,0.67,0.82,false,Linear Extension Scale Cb Group 1 Corymbose Acropora,Scale factor to be applied to linear extensions of cb_calib_group 1 and functional group corymbose_Acropora
Coral,mb_rate_scale_cb_group_1_corymbose_Acropora,-0.058027,continuous,Distributions.Uniform,"(-0.06, -0.05)","(-0.06, -0.05)",,-0.06,-0.05,false,Mb Rate Scale Cb Group 1 Corymbose Acropora,Scale factor to be applied to mortality base rates of cb_calib_group 1 and functional group corymbose_Acropora
Coral,linear_extension_scale_cb_group_2_corymbose_Acropora,1.25239,continuous,Distributions.Uniform,"(1.13, 1.38)","(1.13, 1.38)",,1.13,1.38,false,Linear Extension Scale Cb Group 2 Corymbose Acropora,Scale factor to be applied to linear extensions of cb_calib_group 2 and functional group corymbose_Acropora
Coral,mb_rate_scale_cb_group_2_corymbose_Acropora,0.990021,continuous,Distributions.Uniform,"(0.89, 1.09)","(0.89, 1.09)",,0.89,1.09,false,Mb Rate Scale Cb Group 2 Corymbose Acropora,Scale factor to be applied to mortality base rates of cb_calib_group 2 and functional group corymbose_Acropora
Coral,linear_extension_scale_cb_group_3_corymbose_Acropora,1.46479,continuous,Distributions.Uniform,"(1.32, 1.61)","(1.32, 1.61)",,1.32,1.61,false,Linear Extension Scale Cb Group 3 Corymbose Acropora,Scale factor to be applied to linear extensions of cb_calib_group 3 and functional group corymbose_Acropora
Coral,mb_rate_scale_cb_group_3_corymbose_Acropora,0.986846,continuous,Distributions.Uniform,"(0.89, 1.09)","(0.89, 1.09)",,0.89,1.09,false,Mb Rate Scale Cb Group 3 Corymbose Acropora,Scale factor to be applied to mortality base rates of cb_calib_group 3 and functional group corymbose_Acropora
Coral,linear_extension_scale_cb_group_4_corymbose_Acropora,0.737451,continuous,Distributions.Uniform,"(0.66, 0.81)","(0.66, 0.81)",,0.66,0.81,false,Linear Extension Scale Cb Group 4 Corymbose Acropora,Scale factor to be applied to linear extensions of cb_calib_group 4 and functional group corymbose_Acropora
Coral,mb_rate_scale_cb_group_4_corymbose_Acropora,-0.46469,continuous,Distributions.Uniform,"(-0.51, -0.42)","(-0.51, -0.42)",,-0.51,-0.42,false,Mb Rate Scale Cb Group 4 Corymbose Acropora,Scale factor to be applied to mortality base rates of cb_calib_group 4 and functional group corymbose_Acropora
Coral,linear_extension_scale_cb_group_5_corymbose_Acropora,0.863211,continuous,Distributions.Uniform,"(0.78, 0.95)","(0.78, 0.95)",,0.78,0.95,false,Linear Extension Scale Cb Group 5 Corymbose Acropora,Scale factor to be applied to linear extensions of cb_calib_group 5 and functional group corymbose_Acropora
Coral,mb_rate_scale_cb_group_5_corymbose_Acropora,-0.97378,continuous,Distributions.Uniform,"(-1.07, -0.88)","(-1.07, -0.88)",,-1.07,-0.88,false,Mb Rate Scale Cb Group 5 Corymbose Acropora,Scale factor to be applied to mortality base rates of cb_calib_group 5 and functional group corymbose_Acropora
Coral,linear_extension_scale_cb_group_6_corymbose_Acropora,0.715931,continuous,Distributions.Uniform,"(0.64, 0.79)","(0.64, 0.79)",,0.64,0.79,false,Linear Extension Scale Cb Group 6 Corymbose Acropora,Scale factor to be applied to linear extensions of cb_calib_group 6 and functional group corymbose_Acropora
Coral,mb_rate_scale_cb_group_6_corymbose_Acropora,-0.536303,continuous,Distributions.Uniform,"(-0.59, -0.48)","(-0.59, -0.48)",,-0.59,-0.48,false,Mb Rate Scale Cb Group 6 Corymbose Acropora,Scale factor to be applied to mortality base rates of cb_calib_group 6 and functional group corymbose_Acropora
Coral,linear_extension_scale_cb_group_7_corymbose_Acropora,1.40074,continuous,Distributions.Uniform,"(1.26, 1.54)","(1.26, 1.54)",,1.26,1.54,false,Linear Extension Scale Cb Group 7 Corymbose Acropora,Scale factor to be applied to linear extensions of cb_calib_group 7 and functional group corymbose_Acropora
Coral,mb_rate_scale_cb_group_7_corymbose_Acropora,0.966195,continuous,Distributions.Uniform,"(0.87, 1.06)","(0.87, 1.06)",,0.87,1.06,false,Mb Rate Scale Cb Group 7 Corymbose Acropora,Scale factor to be applied to mortality base rates of cb_calib_group 7 and functional group corymbose_Acropora
Coral,linear_extension_scale_cb_group_8_corymbose_Acropora,0.884426,continuous,Distributions.Uniform,"(0.8, 0.97)","(0.8, 0.97)",,0.8,0.97,false,Linear Extension Scale Cb Group 8 Corymbose Acropora,Scale factor to be applied to linear extensions of cb_calib_group 8 and functional group corymbose_Acropora
Coral,mb_rate_scale_cb_group_8_corymbose_Acropora,-0.63045,continuous,Distributions.Uniform,"(-0.69, -0.57)","(-0.69, -0.57)",,-0.69,-0.57,false,Mb Rate Scale Cb Group 8 Corymbose Acropora,Scale factor to be applied to mortality base rates of cb_calib_group 8 and functional group corymbose_Acropora
Coral,linear_extension_scale_cb_group_9_corymbose_Acropora,1.15045,continuous,Distributions.Uniform,"(1.04, 1.27)","(1.04, 1.27)",,1.04,1.27,false,Linear Extension Scale Cb Group 9 Corymbose Acropora,Scale factor to be applied to linear extensions of cb_calib_group 9 and functional group corymbose_Acropora
